Robojack	30000 gp	<p>A robojack is a strange, rod-like device that can be used to usurp control of an otherwise functional robot. In order to gain control of a robot, the wielder must first make a ranged touch attack against a target robot within a range of 60 feet. If the attack is successful, the robot must succeed at a DC 14 Will saving throw to prevent the robojack from linking to the robot's command processor. On a subsequent turn after a link is established, the wielder can issue a command to the robot as a standard action—each attempt to do so consumes 1 charge from the robojack, and the robot gets a new DC 14 Will saving throw to resist following each command. The wielder must be within 60 feet of the robot and must issue the command in a language understood by the robot. The types of commands he can issue are similar to those allowed by a <i>suggestion</i> spell—once a command is successfully issued, the robot does its best to carry out the orders over the course of the next hour. This does not drain further charges from the robojack.</p>	Craft DC 29; Cost 15,000 gp, craft technological item, military lab
Signal booster	9000 gp	<p>This spherical object is the size of a human head. When it's activated, several panels on its surface fold back and extend dozens of arms tipped with cup-shaped flashing lights. Once activated, a signal booster amplifies the strength of any signal-based technology effect within 600 feet, doubling the effective range of the signal. For example, a commset normally has a range of 1 mile, but in the area of effect of a signal booster, this range increases to 2 miles.</p>	Craft DC 24; Cost 4,500 gp, craft technological item, production lab
Signal jammer	10000 gp	<p>This small device emits a low, hissing sound when activated. While active, a white noise generator creates a 60-foot-radius spread in which all signals are completely blocked.</p>	Craft DC 26; Cost 5,000 gp, craft technological item, production lab
Skillchip	varies	<p>A skillchip contains a wealth of knowledge and lore concerning a single skill. Skillchips for skills like Craft, Knowledge, Perform, and Profession that have multiple subcategories each encode only one subcategory; a user can have a Knowledge (engineering) skillchip, but there are no general Knowledge or Craft skillchips. In order for a user to access a skillchip's lore, it must be inserted into an active skillslot.</p><p>The magnitude of the bonus granted by a skillchip varies, ranging from a +2 enhancement bonus to a +10 enhancement bonus, as summarized on the following table.</p><p>Craft Technological Item, at least 10 ranks in skill to be encoded, cybernetics lab</p>	
Tracker chip	500 gp	<p>A tracker chip appears to be a bit of metal the size of a small fingernail. Before a tracker chip activates, it must be implanted in a living creature just under the skin. This procedure takes 1 minute to perform. As part of the installation process, the installer attempts a Heal check, the result of which is the DC of noticing the implant. Once a chip is implanted, its ingenious bioelectric circuits are powered by nerve impulses in the implanted creature's body.</p><p>Noticing an implanted tracker chip requires a full-round action to search the target creature and a successful Perception check equal to 10 + the result of the Heal check used to implant the chip. Extracting an installed tracker chip is a standard action that requires a slashing weapon or tool and deals 1 point of damage. Once installed, the tracker chip emits a signal that can be detected by any chipfinder in range. If removed from a body or its host dies, an activated tracked chip retains enough of a charge to continue to be detected by a chipfinder for 1 week.</p>	Craft DC 26; Cost 250 gp, craft technological item, production lab
Trauma pack	1500 gp	<p>This small box of emergency medical gear can be used to augment a creature's Heal skill to allow for enhanced healing. A full trauma pack has enough supplies to be used 5 times before it is depleted. When using a trauma pack to provide healing, attempt a DC 15 Heal check as a standard action. If he succeeds, the pack provides 1d8+1 points of healing. For every 5 points by which the Heal check's result exceeds the DC, it provides an additional 1d8+1 points of healing.</p>	Craft DC 20; Cost 750 gp, craft technological item, medical lab
Trauma pack plus	11250 gp	<p>A trauma pack plus functions as a trauma pack, except that it's advanced chemicals and tools allow someone to restore a recently slain creature to life if the healing provided by the trauma pack plus is administered within 1 round of the target's death, as <i>breath of life</i>. A trauma pack heals 2d8+2 points of damage on a successful DC 15 Heal check. For every 5 points by which the result exceeds the DC, the pack provides an additional 2d8+2 points of healing.</p>	Craft DC 26; Cost 5,625 gp, craft technological item, medical lab
Veemod	varies	"<p>A veemod (""vision enhancement module"") is a narrow crystalline strip that slots into a set of veemod goggles to enhance the goggles' use. Inserting a veemod into a pair of goggles is a standard action that provokes attacks of opportunity. Veemods are color-coded items, and provide the following benefits.</p><p><b>Brown Veemod</b>: This veemod darkens the goggles' lenses, providing a +1 circumstance bonus on all saving throws against bright light effects that cause dazzling or blindness. When worn, they also allow creatures impacted by light blindness or light sensitivity to see normally in areas of bright light. </p><p><b>Black Veemod</b>: A black veemod enhances vision, and by blinking twice rapidly, the wearer can magnify what she's seeing. Blinking twice again restores normal vision. This grants a +2 competence bonus on all Perception checks.</p><p><b>White Veemod</b>: This veemod is similar to a black veemod, except that magnification is much stronger, granting a +5 competence bonus on Perception checks.</p><p><b>Gray Veemod</b>: This veemod grants low-light vision.</p><p><b>Green Veemod</b>: This veemod magnifies vision even more than a white veemod, granting a +10 competence bonus on Perception checks.</p><p><b>Red Veemod</b>: This veemod grants darkvision to a range of 60 feet.</p><p><b>Blue Veemod</b>: This veemod dramatically extends the scope of peripheral vision, granting the effects of all-around vision—the wearer cannot be flanked.</p><p><b>Orange Veemod</b>: The wearer can see in darkness of any kind, including magical darkness.</p><p><b>Prismatic Veemod</b>: This veemod allows the user to see through solid objects. Vision range is 20 feet, with the wearer seeing as if he were looking at something in normal light even if there is no illumination. X-ray vision can penetrate 20 feet of cloth, wood, or similar animal or vegetable material. It can see through up to 10 feet of stone and some metals. It can see through up to 10 inches of iron, steel, copper, brass, or similar metals. It cannot see through lead, gold, platinum, plutonium, or skymetals at all. It's possible to scan an area of up to 100 square feet in 1 round. Secret compartments are 90% likely to be located by x-ray scanning.</p><p>Craft Technological Item, production lab</p>"	
Veemod goggles	1000 gp	"<p>These goggles come in a variety of colors and shapes, but most are sleek and streamlined in appearance. The primary use for these goggles is to enhance vision via the application of a ""vision enhancement module,"" or ""veemod."" A pair of veemod goggles can be fitted with only one veemod at a time; attaching a veemod is a standard action that provokes an attack of opportunity.</p><p>Veemod goggles consume charges only when a veemod is installed. The rate at which a veemod uses charges depends on the veemod installed.</p>"	Craft DC 25; Cost 500 gp, craft technological item, production lab
Zipstick	20 gp	<p>A zipstick is a small pen-like device used to administer a small jolt of electricity. This jolt is enough to cause 1 point of nonlethal damage with a successful touch attack. A zipstick is used most often to activate or deactivate items that function on ion-bonding technology, such as ion tape.</p>	"Craft DC 18; Cost 10 gp, craft technological item, production lab, 

report a problem
			©2002-2016 paizo, inc.®
			paizo inc., paizo, pathfinder, and the pathfinder logo are registered trademarks of paizo inc., and
			pathfinder roleplaying game and pathfinder campaign setting are trademarks of paizo inc.
open game license.
		
"
